merchant_id,total_transactions,total_revenue,avg_transaction,refund_count,failed_transactions
50743,6,523.39,87.23166666666667,0,0
50749,1,29.47,29.47,0,0
50750,1,81.66,81.66,0,0
50754,2,32.56,16.28,0,0
50783,1141,30049.85,26.33641542506573,0,13
50811,3,555.6600000000001,185.22000000000003,0,1
50826,1,41.71,41.71,0,0
50856,1,9.63,9.63,0,0
50857,2,55.379999999999995,27.689999999999998,0,0
50867,406,6741.03,16.603522167487686,92,6
50881,1,1.99,1.99,0,0
50884,1,70.33,70.33,0,0
50909,2,58.04,29.02,0,0
50917,1,10.5,10.5,0,0
50920,1,27.98,27.98,0,0
50921,1,297.74,297.74,0,0
50933,3,66.0,22.0,0,0
50939,3,58.92,19.64,0,0
50940,3,111.34,37.11333333333334,0,0
50952,1,160.71,160.71,0,0
50966,1,39.02,39.02,0,0
50973,1,1.54,1.54,0,0
50977,2,27.78,13.89,0,0
50981,1,60.06,60.06,0,0
50990,1,284.64,284.64,0,0
51004,1,22.15,22.15,0,0
51007,1,7.67,7.67,0,0
51025,3,139.44,46.48,0,0
51079,2,70.1,35.05,0,0
51095,1,117.58,117.58,0,0
51098,1,231.21,231.21,0,1
51123,1,105.85,105.85,0,0
51127,1,10.31,10.31,0,0
51136,1,77.45,77.45,0,0
51171,4,42.78,10.695,0,0
51180,6,261.21,43.535,0,0
51181,4,19.83,4.9575,0,0
51189,1,14.62,14.62,0,0
51220,3,482.36,160.78666666666666,0,0
51226,1,55.26,55.26,0,0
51232,1,8.81,8.81,0,0
51238,1,21.9,21.9,0,0
51253,3,158.77,52.92333333333334,0,0
51254,1,19.26,19.26,0,0
51263,2,84.66,42.33,0,0
51265,1,23.61,23.61,0,0
51269,1,184.18,184.18,0,0
51275,1,53.15,53.15,0,0
51297,1,34.47,34.47,0,0
51300,47,3723.6400000000003,79.22638297872341,12,2
51310,2,57.120000000000005,28.560000000000002,0,0
51329,4,87.08,21.77,0,0
51350,1,2.73,2.73,0,0
51397,26,1420.24,54.62461538461538,0,1
51408,1,157.46,157.46,0,0
51420,1,27.77,27.77,0,0
51424,1,379.75,379.75,0,0
51425,1,25.75,25.75,0,0
51431,1,1.49,1.49,0,0
51457,1,86.01,86.01,0,0
51459,1,12.32,12.32,0,0
51483,1,6.03,6.03,0,0
51490,1,11.34,11.34,0,0
51498,1,13.11,13.11,0,0
51542,1,58.46,58.46,0,0
51547,2,96.08,48.04,0,0
51553,1,190.87,190.87,0,0
51561,1,76.02,76.02,0,0
51600,1,52.48,52.48,0,0
51624,2,252.97,126.485,0,0
51632,1,18.52,18.52,0,0
51647,2,96.52000000000001,48.260000000000005,0,0
51657,1,29.31,29.31,0,0
51671,2,6.33,3.165,0,0
51679,1,12.86,12.86,0,0
51690,1,33.21,33.21,0,0
51694,1,5.66,5.66,0,0
51708,1,26.98,26.98,0,0
51732,1,7.1,7.1,0,0
51735,1,15.97,15.97,0,0
51737,1,201.22,201.22,0,0
51747,1,133.26,133.26,0,0
51748,2,10.86,5.43,0,0
51749,3,75.06,25.02,0,0
51755,7,85.19,12.17,0,0
51769,1,37.63,37.63,0,0
51775,1,2.63,2.63,0,0
51793,1,103.84,103.84,0,0
51846,2,78.67,39.335,0,0
51867,1,35.11,35.11,0,0
51891,1,92.79,92.79,0,0
51922,1,8.05,8.05,0,0
51928,1,27.46,27.46,0,0
51952,2,111.96000000000001,55.980000000000004,0,0
51961,7,130.34,18.62,0,0
51965,1,63.31,63.31,0,0
51981,1,200.45,200.45,0,0
51990,3,26.28,8.76,0,0
52021,1,4.91,4.91,0,0
52022,1,21.39,21.39,0,0
52023,1,18.13,18.13,0,0
52073,35,3572.51,102.0717142857143,11,0
52076,2,67.89,33.945,0,0
52087,2,213.15,106.575,0,0
52090,7,423.73,60.53285714285715,0,3
52100,7,985.91,140.84428571428572,0,0
52104,1,26.14,26.14,0,0
52106,4,70.56,17.64,0,0
52121,2,48.25,24.125,0,0
52141,1,8.64,8.64,0,0
52154,3,92.05,30.683333333333334,0,0
52173,1,31.65,31.65,0,0
52184,1,64.82,64.82,0,0
52186,1,104.93,104.93,0,0
52205,7,487.36,69.62285714285714,0,1
52225,2,24.08,12.04,0,0
52271,1,26.61,26.61,0,0
52275,1,324.66,324.66,0,0
52279,2,123.25999999999999,61.629999999999995,0,0
52314,1,140.48,140.48,0,0
52324,1,138.13,138.13,0,0
52333,1,0.51,0.51,0,0
52343,6,144.78,24.13,0,0
52355,1,67.26,67.26,0,0
52383,1,38.22,38.22,0,0
52416,1,4.69,4.69,0,0
52420,1,145.79,145.79,0,0
52433,2,53.67,26.835,0,0
52439,1,177.79,177.79,0,0
52455,1,46.71,46.71,0,0
52461,1,22.02,22.02,0,0
52466,8,222.88,27.86,0,0
52509,3,231.85999999999999,77.28666666666666,0,0
52538,1,34.58,34.58,0,0
52544,1,12.84,12.84,0,0
52552,3,115.6,38.53333333333333,0,0
52598,2,11.23,5.615,0,0
52632,1,108.7,108.7,0,0
52663,1,2.95,2.95,0,0
52691,3,110.98,36.99333333333333,0,0
52699,3,249.66000000000003,83.22000000000001,0,0
52709,5,178.76,35.751999999999995,0,0
52717,2,126.17000000000002,63.08500000000001,0,0
52736,5,142.27,28.454,0,0
52772,2,34.42,17.21,0,0
52788,3,44.11,14.703333333333333,0,0
52811,2,134.41,67.205,0,0
52848,1,29.2,29.2,0,0
52858,1,33.29,33.29,0,0
52865,1,1.19,1.19,0,0
52882,1,63.14,63.14,0,0
52883,4,275.81,68.9525,0,0
52923,54,5761.15,106.68796296296296,14,0
52930,3,177.18,59.06,0,0
52931,2,46.47,23.235,0,1
52932,1,31.67,31.67,0,0
52934,1,54.99,54.99,0,0
52940,1,78.71,78.71,0,0
52957,1,10.28,10.28,0,0
52961,1,7.88,7.88,0,0
53011,1,68.22,68.22,0,0
53015,2,28.11,14.055,0,0
53021,7,31.16,4.451428571428571,0,0
53029,1,24.13,24.13,0,0
53040,1,4.58,4.58,0,0
53052,6,93.28999999999999,15.548333333333332,0,0
53054,1,3.99,3.99,0,0
53059,2,23.259999999999998,11.629999999999999,0,0
53064,1,41.72,41.72,0,0
53072,1,21.67,21.67,0,0
53080,4,15.989999999999998,3.9974999999999996,0,0
53084,1,17.65,17.65,0,0
53096,1,18.11,18.11,0,0
53097,8,226.03,28.25375,0,0
53102,2,348.52,174.26,0,0
53103,2,20.14,10.07,0,0
53125,1,46.91,46.91,0,0
53174,1,15.13,15.13,0,0
53185,5,195.57999999999998,39.116,0,0
53186,1,16.95,16.95,0,0
53187,2,60.5,30.25,0,0
53203,1,129.72,129.72,0,0
53215,3,68.94,22.98,0,0
53226,1,5.05,5.05,0,0
53227,5,286.0,57.2,0,0
53272,1,323.86,323.86,0,0
53279,1,243.13,243.13,0,0
53288,1,451.0,451.0,0,0
53302,3,12.2,4.066666666666666,0,0
53306,1,19.26,19.26,0,1
53326,3,38.24,12.746666666666668,0,0
53375,3,354.54,118.18,0,0
53388,2,46.47,23.235,0,0
53402,6,183.68,30.613333333333333,0,0
53409,1,12.85,12.85,0,0
53441,5,131.16,26.232,0,0
53446,1,17.38,17.38,0,0
53456,1,3.49,3.49,0,0
53460,1,168.24,168.24,0,0
53461,1,48.0,48.0,0,0
53485,2,16.66,8.33,0,0
53492,1,31.43,31.43,0,0
53502,1,46.87,46.87,0,0
53511,2,222.67000000000002,111.33500000000001,0,0
53517,5,109.66,21.932,0,0
53521,2,24.16,12.08,0,0
53526,1,9.33,9.33,0,1
53527,3,42.13,14.043333333333335,0,0
53537,3,38.34,12.780000000000001,0,0
53544,1,9.16,9.16,0,0
53545,3,157.48,52.49333333333333,0,0
53554,1,87.66,87.66,0,0
53566,7,373.78,53.39714285714285,0,0
53593,3,8.32,2.7733333333333334,0,0
53596,2,28.849999999999998,14.424999999999999,0,0
53597,1,76.04,76.04,0,0
53601,4,128.5,32.125,0,0
53614,1,14.98,14.98,0,0
53623,2,130.11,65.055,0,0
53631,2,61.43,30.715,0,0
53635,3,87.30999999999999,29.103333333333328,0,0
53650,1,2.39,2.39,0,0
53696,1,66.94,66.94,0,0
53697,1,19.46,19.46,0,0
53709,3,7.54,2.513333333333333,0,0
53756,1,7.47,7.47,0,1
53784,2,68.00999999999999,34.004999999999995,0,0
53802,6,402.37,67.06166666666667,0,1
53808,2,77.19,38.595,0,0
53815,1,9.24,9.24,0,0
53820,2,63.22,31.61,0,0
53835,3,95.97,31.99,0,0
53836,2,164.51,82.255,0,1
53852,2,10.82,5.41,0,0
53870,2,231.32,115.66,0,0
53878,1,209.14,209.14,0,0
53882,1,167.18,167.18,0,0
53894,1,4.59,4.59,0,0
53902,2,79.28,39.64,0,0
53926,1,9.32,9.32,0,0
53935,2,295.19,147.595,0,0
53945,1,84.5,84.5,0,0
53972,6,90.56,15.093333333333334,0,0
53997,1,59.05,59.05,0,0
54001,6,20.72,3.453333333333333,0,0
54015,1,37.61,37.61,0,0
54016,2,21.36,10.68,0,0
54035,1,106.11,106.11,0,0
54039,2,4.07,2.035,0,0
54041,1,6.9,6.9,0,0
54049,1,11.72,11.72,0,0
54054,3,81.37,27.123333333333335,0,0
54057,1,308.29,308.29,0,0
54061,1,70.62,70.62,0,0
54070,1,84.56,84.56,0,0
54085,1,7.19,7.19,0,0
54102,1,97.22,97.22,0,0
54112,2,161.36,80.68,0,0
54125,1,17.03,17.03,0,0
54133,2,70.99,35.495,0,0
54139,5,302.06,60.412,0,0
54148,2,32.72,16.36,0,0
54167,1,80.83,80.83,0,0
54168,4,17.060000000000002,4.265000000000001,0,0
54214,3,30.42,10.14,0,0
54220,1,2.74,2.74,0,0
54232,1,53.72,53.72,0,0
54241,1,150.65,150.65,0,0
54251,3,1065.78,355.26,0,0
54253,1,195.96,195.96,0,0
54265,1,57.85,57.85,0,0
54284,2,166.45,83.225,0,0
54292,1,30.37,30.37,0,0
54294,1,55.51,55.51,0,0
54298,10,1009.24,100.924,0,0
54309,2,32.36,16.18,0,0
54336,2,14.97,7.485,0,0
54342,1,62.67,62.67,0,0
54343,12,554.62,46.218333333333334,0,0
54350,1,10.65,10.65,0,0
54356,1,6.58,6.58,0,0
54366,4,18.880000000000003,4.720000000000001,0,0
54373,2,3.74,1.87,0,0
54380,1,22.89,22.89,0,0
54383,1,66.59,66.59,0,0
54401,1,49.83,49.83,0,0
54412,4,506.21000000000004,126.55250000000001,0,0
54438,1,45.26,45.26,0,0
54440,3,121.88,40.626666666666665,0,0
54441,3,273.65,91.21666666666665,0,0
54450,2,38.03,19.015,0,0
54465,1,293.87,293.87,0,0
54478,2,447.91999999999996,223.95999999999998,0,0
54543,1,6.03,6.03,0,0
54562,3,32.230000000000004,10.743333333333334,0,0
54571,1,8.68,8.68,0,0
54582,1,29.32,29.32,0,0
54583,1,102.86,102.86,0,0
54590,1,8.81,8.81,0,0
54596,2,38.2,19.1,0,0
54603,6,398.31,66.385,0,1
54621,1,72.37,72.37,0,0
54630,1,91.02,91.02,0,0
54670,1,31.28,31.28,0,0
54697,2,33.879999999999995,16.939999999999998,0,0
54719,1,29.98,29.98,0,0
54730,11,2454.33,223.1209090909091,0,0
54734,1,13.66,13.66,0,0
54739,1,57.51,57.51,0,0
54741,1,16.78,16.78,0,0
54744,2,296.62,148.31,0,0
54752,1,8.15,8.15,0,0
54773,12,1277.26,106.43833333333333,0,0
54804,1,11.38,11.38,0,0
54813,1,31.92,31.92,0,0
54814,1,58.1,58.1,0,0
54836,4,7.65,1.9125,0,0
54850,145,16378.289999999999,112.95372413793103,0,3
54892,1,70.67,70.67,0,0
54897,2,85.34,42.67,0,0
54924,2,42.09,21.045,0,0
54932,1,49.6,49.6,0,0
54936,2,41.08,20.54,0,0
54943,1,22.19,22.19,0,0
54962,1,25.5,25.5,0,0
54970,1,5.78,5.78,0,0
54987,1,12.76,12.76,0,0
54998,5,614.79,122.958,0,0
55018,1,52.06,52.06,0,0
55041,1,2.03,2.03,0,0
55049,1,17.94,17.94,0,0
55053,1,142.45,142.45,0,0
55060,125,2664.72,21.31776,0,1
55092,1,5.22,5.22,0,0
55119,1,30.43,30.43,0,0
55128,1,14.08,14.08,0,0
55130,1,44.06,44.06,0,0
55137,2,52.099999999999994,26.049999999999997,0,0
55171,5,193.06,38.612,0,2
55172,1,20.65,20.65,0,0
55173,6,69.85000000000001,11.641666666666667,0,0
55185,1,84.14,84.14,0,1
55187,2,13.530000000000001,6.765000000000001,0,0
55188,6,427.04,71.17333333333333,0,0
55200,1,47.99,47.99,0,0
55206,3,112.89999999999999,37.63333333333333,0,0
55208,4,124.44,31.11,0,0
55211,1,31.34,31.34,0,0
55235,10,1106.21,110.62100000000001,0,0
55250,2,17.17,8.585,0,0
55290,5,33.96,6.792,0,0
55310,1,139.91,139.91,0,0
55321,3,156.95,52.31666666666666,0,0
55343,1,34.44,34.44,0,0
55350,1,13.83,13.83,0,0
55359,1,314.52,314.52,0,0
55373,5,122.91,24.582,0,0
55400,1,70.91,70.91,0,0
55402,3,93.31,31.103333333333335,0,0
55409,1,34.82,34.82,0,0
55416,3,5.42,1.8066666666666666,0,0
55439,1,37.01,37.01,0,0
55469,1,33.27,33.27,0,0
55496,1,85.86,85.86,0,0
55521,1,209.9,209.9,0,0
55528,12,314.03000000000003,26.16916666666667,0,0
55555,3,859.74,286.58,0,0
55605,5,116.35,23.27,0,0
55614,3,344.51,114.83666666666666,0,0
55615,1,283.04,283.04,0,0
55627,1,17.08,17.08,0,0
55631,1,21.8,21.8,0,0
55651,1,174.01,174.01,0,0
55669,3,224.1,74.7,0,0
55694,2,42.24,21.12,0,0
55695,2,50.620000000000005,25.310000000000002,0,0
55712,1,1.15,1.15,0,0
55716,1,65.15,65.15,0,0
55730,5,30.82,6.164,0,0
55769,1,12.8,12.8,0,0
55793,1,43.38,43.38,0,0
55827,1,32.96,32.96,0,0
55853,1,21.36,21.36,0,0
55854,2,58.34,29.17,0,0
55861,2,27.759999999999998,13.879999999999999,0,0
55884,1,32.97,32.97,0,0
55891,2,154.16,77.08,0,0
55923,1,38.85,38.85,0,0
55938,1,29.22,29.22,0,0
55941,1,9.72,9.72,0,0
56018,3,56.440000000000005,18.813333333333336,0,0
56041,11,345.29,31.39,0,1
56060,6,104.28999999999999,17.381666666666664,0,0
56086,1,13.12,13.12,0,0
56116,6,66.98,11.163333333333334,0,0
56120,1,31.2,31.2,0,0
56137,1,110.59,110.59,0,0
56141,1,27.19,27.19,0,0
56183,1,7.38,7.38,0,0
56228,1,27.71,27.71,0,0
56239,2,164.66,82.33,0,1
56241,2,115.86,57.93,0,0
56259,4,135.63,33.9075,0,0
56276,35,4979.17,142.262,0,1
56284,1,30.62,30.62,0,0
56290,1,8.74,8.74,0,0
56296,2,69.88,34.94,0,0
56332,1,29.28,29.28,0,0
56359,4,37.400000000000006,9.350000000000001,0,0
56378,1,29.31,29.31,0,0
56428,3,229.98000000000002,76.66000000000001,0,0
56431,104,996.7199999999999,9.583846153846153,30,0
56432,1,24.14,24.14,0,0
56434,4,187.53,46.8825,0,0
56437,2,39.45,19.725,0,0
56454,1,11.09,11.09,0,0
56490,1,9.43,9.43,0,0
56495,1,56.54,56.54,0,0
56520,1,4.37,4.37,0,0
56534,2,150.51,75.255,0,0
56584,1,25.1,25.1,0,0
56654,1,42.14,42.14,0,0
56660,1,7.68,7.68,0,0
56661,4,150.41,37.6025,0,0
56671,2,115.5,57.75,0,0
56675,1,62.65,62.65,0,0
56678,2,4.79,2.395,0,0
56699,2,130.03,65.015,0,0
56701,2,244.15,122.075,0,0
56712,3,110.22,36.74,0,0
56760,1,13.09,13.09,0,0
56764,2,94.1,47.05,0,0
56840,8,665.59,83.19875,0,0
56847,1,13.76,13.76,0,0
56886,1,3.4,3.4,0,0
56895,1,9.61,9.61,0,0
56941,1,216.82,216.82,0,0
56972,2,92.0,46.0,0,0
56979,5,28.330000000000002,5.666,0,0
56981,2,79.16,39.58,0,0
57001,1,2.55,2.55,0,0
57002,2,55.0,27.5,0,0
57068,1,26.85,26.85,0,0
57094,1,0.15,0.15,0,0
57098,1,58.44,58.44,0,0
57113,1,16.42,16.42,0,0
57125,1,52.1,52.1,0,0
57133,57,5149.78,90.34701754385965,18,1
57136,1,216.73,216.73,0,0
57153,10,520.8000000000001,52.080000000000005,0,0
57198,1,46.58,46.58,0,0
57206,1,243.56,243.56,0,0
57210,1,16.73,16.73,0,0
57246,1,39.72,39.72,0,0
57263,2,48.38,24.19,0,1
57264,1,16.33,16.33,0,0
57274,1,15.28,15.28,0,0
57285,1,139.59,139.59,0,0
57291,1,53.47,53.47,0,0
57292,1,19.0,19.0,0,0
57301,1,171.65,171.65,0,0
57322,1,4.9,4.9,0,0
57330,2,67.06,33.53,0,0
57334,1,127.93,127.93,0,0
57383,1,40.7,40.7,0,0
57386,11,6886.53,626.0481818181818,0,0
57391,5,130.02,26.004,0,0
57414,7,222.44,31.777142857142856,0,0
57430,1,1.26,1.26,0,0
57480,1,81.68,81.68,0,0
57501,1,22.88,22.88,0,0
57517,1,6.07,6.07,0,0
57523,2,134.65,67.325,0,0
57529,1,72.67,72.67,0,0
57531,2,26.96,13.48,0,0
57534,4,23.4,5.85,0,0
57550,1,39.54,39.54,0,0
57551,2,92.2,46.1,0,0
57564,1,467.11,467.11,0,0
57580,2,44.43,22.215,0,0
57589,3,41.14,13.713333333333333,0,0
57593,1,15.59,15.59,0,0
57601,2,79.41,39.705,0,0
57609,1,18.03,18.03,0,0
57614,1,2.54,2.54,0,0
57758,5,62.57,12.514,0,0
57789,1,102.67,102.67,0,0
57799,1,3.8,3.8,0,0
57834,2,117.96,58.98,0,0
57840,1,45.06,45.06,0,0
57854,2,95.42,47.71,0,0
57874,1,19.14,19.14,0,0
57885,13,158.18,12.167692307692308,0,0
57889,7,100.17,14.31,0,0
57890,1,7.48,7.48,0,0
57904,3,107.15,35.71666666666667,0,0
57908,6,803.4,133.9,0,0
57909,9,85.94,9.54888888888889,0,0
57914,1,9.76,9.76,0,0
57927,1,52.85,52.85,0,1
57929,1,22.91,22.91,0,0
57935,3,258.75,86.25,0,0
57940,1,34.04,34.04,0,0
57975,1,1.79,1.79,0,0
57992,1,441.58,441.58,0,0
57998,3,341.43,113.81,0,0
58007,1,45.01,45.01,0,0
58013,1,7.08,7.08,0,0
58062,2,30.22,15.11,0,0
58104,2,194.01,97.005,0,0
58110,1,14.06,14.06,0,0
58112,2,345.43,172.715,0,0
58121,1,1.6,1.6,0,0
58125,5,193.4,38.68,0,0
58131,1,11.29,11.29,0,0
58141,1,2.14,2.14,0,0
58153,2,55.33,27.665,0,0
58168,2,79.92,39.96,0,0
58175,1,165.4,165.4,0,0
58176,5,153.37,30.674,0,0
58185,3,85.2,28.400000000000002,0,0
58192,1,59.54,59.54,0,0
58215,9,273.65999999999997,30.406666666666663,0,0
58249,2,73.72,36.86,0,0
58263,1,17.14,17.14,0,0
58285,1,22.2,22.2,0,0
58291,1,101.01,101.01,0,0
58307,1,27.46,27.46,0,0
58311,3,110.08,36.693333333333335,0,0
58320,1,178.31,178.31,0,0
58332,4,251.35000000000002,62.837500000000006,0,0
58335,1,84.14,84.14,0,0
58341,3,84.24,28.08,0,0
58343,7,120.66999999999999,17.238571428571426,0,1
58394,1,1.36,1.36,0,0
58395,1,38.36,38.36,0,0
58408,6,234.03,39.005,0,0
58422,1,28.61,28.61,0,0
58435,3,109.71,36.57,0,0
58493,2,12.54,6.27,0,0
58496,2,20.85,10.425,0,0
58507,2,25.85,12.925,0,0
58562,1,5.74,5.74,0,0
58564,7,58.24,8.32,0,0
58568,2,63.59,31.795,0,0
58577,5,102.14,20.428,0,0
58583,2,46.22,23.11,0,0
58588,1,40.8,40.8,0,0
58614,1,19.33,19.33,0,0
58629,2,350.69,175.345,0,0
58638,1,2.59,2.59,0,0
58640,2,25.38,12.69,0,0
58665,2,907.14,453.57,0,0
58666,10,744.88,74.488,0,1
58681,1,29.47,29.47,0,0
58687,1,44.92,44.92,0,0
58690,1,51.24,51.24,0,0
58698,2,133.57,66.785,0,0
58739,5,103.21000000000001,20.642000000000003,0,0
58741,1,371.81,371.81,0,0
58758,1,255.88,255.88,0,0
58767,1,65.59,65.59,0,0
58775,1,10.57,10.57,0,0
58786,1,233.27,233.27,0,0
58812,1,14.59,14.59,0,0
58817,1,128.26,128.26,0,1
58851,1,3.65,3.65,0,0
58854,2,52.120000000000005,26.060000000000002,0,0
58892,1,12.81,12.81,0,0
58895,1,39.35,39.35,0,0
58911,1,35.71,35.71,0,0
58919,1,17.35,17.35,0,0
58932,8,408.47,51.05875,0,0
58933,3,38.34,12.780000000000001,0,0
58962,1,115.97,115.97,0,0
58984,1,8.92,8.92,0,0
58989,2,16.259999999999998,8.129999999999999,0,0
59020,1,206.67,206.67,0,0
59024,1,28.98,28.98,0,0
59056,2,47.86,23.93,0,0
59062,5,100.23,20.046,0,0
59073,2,86.77,43.385,0,0
59119,1,11.02,11.02,0,0
59129,1,7.96,7.96,0,0
59130,1,4.1,4.1,0,0
59148,5,184.2,36.839999999999996,0,0
59164,1,8.99,8.99,0,0
59189,1,95.01,95.01,0,0
59199,26,826.3,31.78076923076923,0,2
59202,1,4.22,4.22,0,0
59204,1,71.01,71.01,0,0
59212,2,154.01,77.005,0,0
59218,1,28.47,28.47,0,0
59227,1,121.11,121.11,0,0
59245,1,108.12,108.12,0,0
59251,5,68.28,13.656,0,0
59288,4,111.85,27.9625,0,0
59292,17,408.02,24.001176470588234,0,1
59302,1,124.12,124.12,0,0
59303,1,57.54,57.54,0,0
59312,3,40.11,13.37,0,0
59316,1,22.87,22.87,0,0
59324,1,92.3,92.3,0,0
59350,25,1886.17,75.4468,0,0
59362,1,14.53,14.53,0,0
59370,2,306.99,153.495,0,0
59397,156,3061.62,19.62576923076923,0,1
59412,2,20.48,10.24,0,0
59415,2,91.84,45.92,0,0
59418,3,276.37,92.12333333333333,0,0
59451,1,169.56,169.56,0,0
59474,51,653.0800000000002,12.805490196078434,21,1
59477,1,23.16,23.16,0,0
59490,2,120.25,60.125,0,0
59523,1,177.64,177.64,0,0
59524,2,189.25,94.625,0,0
59528,2,145.39,72.695,0,0
59546,1,94.81,94.81,0,0
59550,2,157.82,78.91,0,0
59555,1,2.18,2.18,0,0
59586,6,339.97,56.66166666666667,0,0
59610,1,12.3,12.3,0,0
59622,1,136.94,136.94,0,0
59639,1,87.01,87.01,0,0
59677,1,12.09,12.09,0,0
59697,1,75.4,75.4,0,0
59750,1,39.02,39.02,0,0
59798,3,126.11,42.03666666666667,0,0
59803,2,4.640000000000001,2.3200000000000003,0,0
59818,2,133.24,66.62,0,0
59831,1,2.22,2.22,0,0
59842,1,98.53,98.53,0,0
59845,1,43.53,43.53,0,0
59847,2,81.22,40.61,0,0
59854,1,24.78,24.78,0,0
59856,1,33.83,33.83,0,0
59865,1,63.64,63.64,0,0
59871,1,350.07,350.07,0,0
59877,1,56.58,56.58,0,0
59919,1,135.57,135.57,0,0
59926,7,142.83,20.404285714285717,0,0
59930,4,190.51,47.6275,0,0
59935,2263,33871.37,14.967463543968185,646,49
59945,4,41.42,10.355,0,0
59952,2,10.790000000000001,5.3950000000000005,0,0
60001,4,81.0,20.25,0,0
60006,5,251.22,50.244,0,0
60009,6,52.870000000000005,8.811666666666667,0,0
60019,1,18.08,18.08,0,0
60028,1,27.11,27.11,0,0
60031,1,4.27,4.27,0,0
60032,1,4.86,4.86,0,0
60051,1,8.09,8.09,0,0
60065,1,44.96,44.96,0,0
60068,1,16.23,16.23,0,0
60077,1,26.0,26.0,0,0
60099,1,59.56,59.56,0,0
60109,2,20.23,10.115,0,0
60119,1,17.93,17.93,0,0
60130,1,9.22,9.22,0,0
60152,7,4850.05,692.8642857142858,0,0
60186,1,201.29,201.29,0,0
60243,1,142.82,142.82,0,0
60255,1,89.7,89.7,0,0
60282,1,7.42,7.42,0,0
60303,1,46.96,46.96,0,0
60354,6,52.89,8.815,0,0
60379,13,725.26,55.78923076923077,0,0
60386,1,21.23,21.23,0,0
60394,1,11.92,11.92,0,0
60395,1,12.06,12.06,0,0
60405,1,37.52,37.52,0,1
60407,1,66.76,66.76,0,0
60475,2,89.65,44.825,0,0
60488,1,17.2,17.2,0,0
60501,1,102.51,102.51,0,0
60506,2,36.21,18.105,0,0
60510,9,417.02,46.33555555555555,0,0
60520,1,84.9,84.9,0,0
60522,2,158.69,79.345,0,0
60532,2,508.82000000000005,254.41000000000003,0,0
60533,1,12.99,12.99,0,0
60540,1,37.82,37.82,0,0
60563,1,3.74,3.74,0,0
60569,1170,77272.21,66.04462393162393,0,21
60580,7,417.83,59.69,0,1
60594,5,1241.69,248.33800000000002,0,1
60600,37,82.50999999999999,2.2299999999999995,14,1
60614,2,111.1,55.55,0,0
60626,1,6.75,6.75,0,0
60644,4,342.14,85.535,0,0
60658,3,49.480000000000004,16.493333333333336,0,0
60668,1,2.74,2.74,0,0
60672,1,207.54,207.54,0,0
60692,3,134.89,44.96333333333333,0,1
60703,1,341.0,341.0,0,0
60706,4,175.47,43.8675,0,0
60744,1,7.3,7.3,0,0
60758,1,44.3,44.3,0,0
60769,4,65.44999999999999,16.362499999999997,0,0
60791,1,372.16,372.16,0,0
60824,1,19.16,19.16,0,0
60827,4,50.25,12.5625,0,0
60847,1,1307.29,1307.29,0,0
60848,1,14.35,14.35,0,0
60856,1,228.63,228.63,0,0
60863,1,34.03,34.03,0,0
60868,5,58.75,11.75,0,0
60881,1,316.0,316.0,0,0
60886,1,8.35,8.35,0,0
60887,1,0.93,0.93,0,0
60897,1,42.48,42.48,0,0
60925,3,79.5,26.5,0,0
60947,3,79.96000000000001,26.653333333333336,0,0
60948,1,77.86,77.86,0,0
60956,3,153.03,51.01,0,0
60969,1,37.84,37.84,0,0
60981,1,63.73,63.73,0,1
60989,4,289.23,72.3075,0,0
60993,1,26.85,26.85,0,0
61000,2,107.55,53.775,0,1
61001,1,50.03,50.03,0,0
61005,2,43.28,21.64,0,0
61010,1,72.43,72.43,0,0
61031,1,53.04,53.04,0,0
61042,2,93.03999999999999,46.519999999999996,0,0
61052,3,469.29999999999995,156.4333333333333,0,0
61056,1,67.18,67.18,0,0
61064,1,459.0,459.0,0,0
61066,2,138.31,69.155,0,0
61078,1,24.13,24.13,0,0
61091,1,58.77,58.77,0,0
61119,1,85.68,85.68,0,0
61140,1,24.96,24.96,0,0
61159,2,12.149999999999999,6.074999999999999,0,0
61190,1,203.49,203.49,0,0
61195,2147,44503.53,20.72823940381928,452,46
61210,2,27.299999999999997,13.649999999999999,0,0
61213,2,47.480000000000004,23.740000000000002,0,0
61217,1,37.79,37.79,0,0
61228,1,2.76,2.76,0,0
61242,1,21.81,21.81,0,0
61254,1,64.54,64.54,0,0
61274,1,107.36,107.36,0,0
61312,1,21.53,21.53,0,0
61322,1,7.13,7.13,0,0
61327,1,47.71,47.71,0,0
61333,3,69.2,23.066666666666666,0,0
61337,1,56.36,56.36,0,0
61343,1,14.26,14.26,0,0
61365,4,97.11,24.2775,0,0
61403,3,58.55,19.516666666666666,0,0
61404,1,99.11,99.11,0,0
61436,1,9.97,9.97,0,0
61442,1,40.16,40.16,0,0
61443,1,144.29,144.29,0,0
61460,1,74.26,74.26,0,0
61478,2,16.46,8.23,0,0
61482,5,140.57,28.113999999999997,0,0
61486,1,128.02,128.02,0,0
61488,1,13.79,13.79,0,0
61498,1,65.81,65.81,0,0
61503,1,129.84,129.84,0,0
61520,4,434.27000000000004,108.56750000000001,0,0
61530,2,23.9,11.95,0,0
61532,1,30.99,30.99,0,0
61534,1,0.65,0.65,0,0
61541,1,45.02,45.02,0,0
61550,4,424.5,106.125,0,0
61552,1,86.27,86.27,0,0
61573,3,28.39,9.463333333333333,0,0
61579,6,494.94,82.49,0,0
61603,1,148.34,148.34,0,1
